customerID,churn_probability,risk_level
2824-DXNKN,0.0,Low Risk
5227-JSCFE,0.0,Low Risk
0848-ZGQIJ,0.19,Low Risk
3621-CHYVB,0.23,Low Risk
8042-RNLKO,0.05,Low Risk
1792-UXAFY,0.78,High Risk
5372-FBKBN,0.01,Low Risk
0420-TXVSG,0.01,Low Risk
6217-TOWGS,0.11,Low Risk
0515-YPMCW,0.79,High Risk
0378-XSZPU,0.61,Medium Risk
1045-LTCYT,0.05,Low Risk
1544-JJMYL,0.04,Low Risk
4636-JGAAI,0.13,Low Risk
6874-SGLHU,0.16,Low Risk
5951-AOFIH,0.07,Low Risk
4729-XKASR,0.47,Medium Risk
3059-NGMXB,0.05,Low Risk
8652-YHIYU,0.06,Low Risk
5278-PNYOX,0.01,Low Risk
5449-FIBXJ,0.77,High Risk
3486-HOOGQ,0.0,Low Risk
5061-PBXFW,0.04,Low Risk
8630-FJLIB,0.11,Low Risk
3891-NLXJB,0.0,Low Risk
4749-OJKQU,0.3,Low Risk
0577-WHMEV,0.17,Low Risk
5453-AXEPF,0.19,Low Risk
3639-XJHKQ,0.09,Low Risk
3716-LRGXK,0.05,Low Risk
2263-SFSQZ,0.0,Low Risk
9950-MTGYX,0.0,Low Risk
3397-AVTKU,0.03,Low Risk
4825-FUREZ,0.0,Low Risk
9837-BMCLM,0.94,High Risk
2672-OJQZP,0.19,Low Risk
0137-UDEUO,0.76,High Risk
3134-DSHVC,0.02,Low Risk
6161-UUUTA,0.74,High Risk
7821-DPRQE,0.22,Low Risk
6543-XRMYR,0.92,High Risk
2001-EWBQU,0.07,Low Risk
4925-LMHOK,0.71,High Risk
1608-GMEWB,0.17,Low Risk
6695-AMZUF,0.0,Low Risk
1455-UGQVH,0.9,High Risk
8410-BGQXN,0.02,Low Risk
8280-MQRQN,0.95,High Risk
1619-YWUBB,0.0,Low Risk
7611-YKYTC,0.04,Low Risk
2037-SGXHH,0.76,High Risk
3178-FESZO,0.96,High Risk
0365-GXEZS,0.12,Low Risk
0082-OQIQY,0.2,Low Risk
6087-MVHJH,0.59,Medium Risk
4603-JANFB,0.9353809523809524,High Risk
3018-TFTSU,0.28,Low Risk
3606-SBKRY,0.04,Low Risk
4806-KEXQR,0.58,Medium Risk
0667-NSRGI,0.04,Low Risk
7083-YNSKY,0.68,Medium Risk
6893-ODYYE,0.02,Low Risk
8242-JSVBO,0.11,Low Risk
2479-BRAMR,0.19,Low Risk
9541-ZPSEA,0.03,Low Risk
2665-NPTGL,0.28,Low Risk
1139-WUOAH,0.02,Low Risk
4693-VWVBO,0.22,Low Risk
7434-SHXLS,0.5816428571428571,Medium Risk
6937-GCDGQ,0.02,Low Risk
0988-JRWWP,0.14,Low Risk
5075-JSDKI,0.01,Low Risk
7908-QCBCA,0.99,High Risk
8644-XYTSV,0.05,Low Risk
6711-FLDFB,0.69,Medium Risk
3873-WOSBC,0.0,Low Risk
7465-ZZRVX,0.3,Low Risk
7975-JMZNT,0.0,Low Risk
7251-XFOIL,0.08,Low Risk
4116-IQRFR,0.02,Low Risk
3714-JTVOV,0.69,Medium Risk
8259-DZLIZ,0.03,Low Risk
0442-ZXKVS,0.09,Low Risk
7853-WNZSY,0.05,Low Risk
3120-FAZKD,0.03,Low Risk
8606-OEGQZ,0.01,Low Risk
0225-ZORZP,0.13,Low Risk
4702-IOQDC,0.9157142857142857,High Risk
9489-JMTTN,0.0,Low Risk
0575-CUQOV,0.12,Low Risk
0967-BMLBD,0.11,Low Risk
6178-KFNHS,0.7,Medium Risk
2830-LEWOA,0.11,Low Risk
5006-MXVRN,0.0,Low Risk
1264-BYWMS,0.87,High Risk
9658-WYUFB,0.64,Medium Risk
8327-WKMIE,0.0,Low Risk
6917-FIJHC,0.0,Low Risk
5329-KRDTM,0.0,Low Risk
7797-EJMDP,0.15,Low Risk
3530-VWVGU,0.0,Low Risk
2013-SGDXK,0.96,High Risk
6368-NWMCE,0.12,Low Risk
3633-CDBUW,0.09,Low Risk
0707-HOVVN,0.02,Low Risk
8580-QVLOC,0.0,Low Risk
3956-MGXOG,0.18,Low Risk
9274-UARKJ,0.19,Low Risk
4077-HWUYD,0.01,Low Risk
2012-NWRPA,0.99,High Risk
8808-ELEHO,0.87,High Risk
0103-CSITQ,0.05,Low Risk
3506-LCJDC,0.82,High Risk
8671-KKKOS,0.09,Low Risk
7305-ZWMAJ,0.0,Low Risk
9518-XXBXE,0.12,Low Risk
3934-HXCFZ,0.87,High Risk
6578-KRMAW,0.07,Low Risk
4860-IJUDE,0.11,Low Risk
7666-WKRON,0.16,Low Risk
9688-YGXVR,0.19,Low Risk
0423-UDIJQ,0.13,Low Risk
1945-XISKS,0.0,Low Risk
4910-AQFFX,0.81,High Risk
2154-KVJFF,0.92,High Risk
5360-LJCNJ,0.02,Low Risk
2607-FBDFF,0.15,Low Risk
9647-ERGBE,0.87,High Risk
3428-XZMAZ,1.0,High Risk
1100-DDVRV,0.44,Medium Risk
0378-TOVMS,0.87,High Risk
4355-HBJHH,0.6,Medium Risk
6728-WYQBC,0.21733333333333335,Low Risk
9058-CBREO,0.86,High Risk
9029-FEGVJ,0.06,Low Risk
7216-KAOID,0.0,Low Risk
0318-QUUOB,0.83,High Risk
6145-NNPNO,0.23,Low Risk
5520-FVEWJ,0.81,High Risk
5339-TJFEK,0.05,Low Risk
5572-ZDXHY,0.74,High Risk
2074-GUHPQ,0.13,Low Risk
4625-XMOYM,0.01,Low Risk
5827-MWCZK,0.08,Low Risk
1385-TQOZW,0.01,Low Risk
5914-XRFQB,0.0,Low Risk
4329-YPDDQ,0.12,Low Risk
4804-NCPET,0.0,Low Risk
3750-CKVKH,0.85,High Risk
5944-UGLLK,0.04,Low Risk
8063-GBATB,0.6,Medium Risk
7787-BNTZM,0.01,Low Risk
2252-ISRNH,0.16,Low Risk
9415-TPKRV,0.12,Low Risk
5322-TEUJK,0.0,Low Risk
4547-KQRTM,0.9,High Risk
4877-EVATK,0.17,Low Risk
1866-DIOQZ,0.02,Low Risk
8375-KVTHK,0.14,Low Risk
2697-NQBPF,0.16,Low Risk
3709-OIJEA,0.05,Low Risk
7639-SUPCW,0.63,Medium Risk
1386-ZIKUV,0.11,Low Risk
0599-XNYDO,0.18,Low Risk
6377-WHAOX,0.19,Low Risk
6855-VLGOS,0.01,Low Risk
8999-XXGNS,0.03,Low Risk
8746-OQQRW,0.1,Low Risk
3181-MIZBN,0.08,Low Risk
0471-ARVMX,0.13,Low Risk
7766-CLTIC,0.04,Low Risk
5650-YLIBA,0.13,Low Risk
0825-CPPQH,0.0,Low Risk
9084-OAYKL,0.0,Low Risk
6122-LJADA,0.0,Low Risk
2400-XIWIO,0.0,Low Risk
7524-VRLPL,0.03,Low Risk
1069-XAIEM,0.99,High Risk
7569-NMZYQ,0.17,Low Risk
5201-USSQZ,0.03,Low Risk
2105-PHWON,0.12,Low Risk
1494-EJZDW,0.0,Low Risk
4884-TVUQF,0.09,Low Risk
8003-EWNDZ,0.0,Low Risk
1897-RCFUM,0.0,Low Risk
9256-JTBNZ,0.02,Low Risk
4658-HCOHW,0.77,High Risk
2211-RMNHO,0.0,Low Risk
2432-TFSMK,0.12,Low Risk
3440-JPSCL,0.85,High Risk
4929-ROART,0.07,Low Risk
1834-ABKHQ,0.02,Low Risk
1741-WTPON,0.05,Low Risk
3932-IJWDZ,0.19,Low Risk
1240-HCBOH,0.0,Low Risk
3594-KADLU,0.18,Low Risk
8065-BVEPF,0.12,Low Risk
3796-ENZGF,0.01,Low Risk
1734-ZMNTZ,0.0,Low Risk
2853-CWQFQ,0.16,Low Risk
0813-TAXXS,0.02,Low Risk
2519-TWKFS,0.01,Low Risk
2889-FPWRM,0.74,High Risk
0626-QXNGV,0.0,Low Risk
6723-CEGQI,0.0,Low Risk
6987-XQSJT,0.72,High Risk
4732-RRJZC,0.05,Low Risk
9499-XPZXM,0.07,Low Risk
4338-EYCER,0.05,Low Risk
3007-FDPEA,0.0,Low Risk
6350-XFYGW,0.34,Medium Risk
4290-BSXUX,0.75,High Risk
8513-OLYGY,0.04,Low Risk
0311-QYWSS,0.11,Low Risk
8705-DWKTI,0.25,Low Risk
8755-IWJHN,0.16,Low Risk
0325-XBFAC,0.88,High Risk
4480-QQRHC,0.21,Low Risk
0929-PECLO,0.13,Low Risk
3680-CTHUH,0.05,Low Risk
1202-KKGFU,0.22,Low Risk
6112-KTHFQ,0.02,Low Risk
1852-XEMDW,0.03,Low Risk
2462-XIIJB,0.73,High Risk
4760-XOHVN,0.72,High Risk
1820-DJFPH,0.0,Low Risk
9426-SXNHE,0.24,Low Risk
9068-FHQHD,0.01,Low Risk
1269-FOYWN,0.0,Low Risk
9470-YFUYI,0.04,Low Risk
7817-BOQPW,0.86,High Risk
7402-EYFXX,0.23,Low Risk
1853-UDXBW,0.8712142857142857,High Risk
9895-VFOXH,0.17,Low Risk
5458-CQJTA,0.66,Medium Risk
1230-QAJDW,0.1,Low Risk
5701-ZIKJE,0.08,Low Risk
5219-YIPTK,0.34,Medium Risk
5032-MIYKT,0.29,Low Risk
7396-VJUZB,0.16,Low Risk
9717-QEBGU,0.13,Low Risk
5172-RKOCB,0.02,Low Risk
6509-TSGWN,0.01,Low Risk
3540-RZJYU,0.75,High Risk
3178-CIFOT,0.0,Low Risk
2091-MJTFX,0.11,Low Risk
4530-NDRKU,0.03,Low Risk
5985-TBABQ,0.05,Low Risk
9800-ONTFE,0.33,Medium Risk
6743-HHQPF,0.12,Low Risk
8455-HIRAQ,0.09,Low Risk
6616-AALSR,0.05,Low Risk
0883-EIBTI,0.03166666666666667,Low Risk
9415-ZNBSX,0.0,Low Risk
4018-KJYUY,0.01,Low Risk
0722-TROQR,0.92,High Risk
7571-YXDAD,0.75,High Risk
3884-UEBXB,0.0,Low Risk
8780-RSYYU,0.01,Low Risk
5537-UXXVS,0.05,Low Risk
1791-PQHBB,0.11,Low Risk
8701-DGLVH,0.0,Low Risk
8741-LQOBK,0.08,Low Risk
3393-FMZPV,0.83,High Risk
8082-GHXOP,0.14,Low Risk
6402-ZFPPI,0.86,High Risk
0980-FEXWF,0.0,Low Risk
7486-KSRVI,0.78,High Risk
3011-WQKSZ,0.17,Low Risk
8443-WVPSS,0.77,High Risk
3006-XIMLN,1.0,High Risk
8218-FFJDS,0.0,Low Risk
1986-PHGZF,0.12,Low Risk
9965-YOKZB,0.94,High Risk
0504-HHAPI,0.74,High Risk
9360-OMDZZ,0.16,Low Risk
6305-YLBMM,0.75,High Risk
0345-XMMUG,0.03,Low Risk
8024-XNAFQ,0.01,Low Risk
3647-GMGDH,0.71,High Risk
2988-GBIVW,0.07,Low Risk
2832-SCUCO,0.29,Low Risk
7036-ZZKBD,0.05,Low Risk
3791-LGQCY,0.73,High Risk
0265-PSUAE,0.19,Low Risk
0463-TXOAK,0.06,Low Risk
0594-UFTUL,0.03,Low Risk
9509-MPYOD,0.0,Low Risk
9128-CPXKI,0.33,Medium Risk
0129-KPTWJ,0.08,Low Risk
8166-ZZTFS,0.03,Low Risk
5855-EIBDE,0.04,Low Risk
5365-LLFYV,0.1,Low Risk
5956-YHHRX,0.26,Low Risk
6008-NAIXK,0.14,Low Risk
2956-GGUCQ,0.86,High Risk
1928-BXYIV,0.22,Low Risk
5760-FXFVO,0.16,Low Risk
6595-COKXZ,0.78,High Risk
0961-ZWLVI,0.14,Low Risk
5181-OABFK,0.01,Low Risk
4007-NHVHI,0.14,Low Risk
7816-VGHTO,0.09,Low Risk
5871-DGTXZ,0.0,Low Risk
7550-WIQVA,0.09,Low Risk
7544-ZVIKX,0.28,Low Risk
0016-QLJIS,0.0,Low Risk
7508-DQAKK,0.0,Low Risk
5176-OLSKT,0.01,Low Risk
9356-AXGMP,0.16,Low Risk
3556-BVQGL,0.0,Low Risk
0362-ZBZWJ,0.92,High Risk
8979-CAMGB,0.16,Low Risk
4211-MMAZN,0.44233333333333336,Medium Risk
7581-EBBOU,0.01,Low Risk
4274-OWWYO,0.91,High Risk
5073-RZGBK,0.05,Low Risk
1541-ETJZO,0.81,High Risk
2192-CKRLV,0.04,Low Risk
3154-HMWUU,0.0,Low Risk
6119-SPUDB,0.02,Low Risk
6522-OIQSX,0.0,Low Risk
7813-ZGGAW,0.11,Low Risk
8748-HFWBO,0.02,Low Risk
1052-QJIBV,0.0,Low Risk
1319-YLZJG,0.14,Low Risk
4106-HADHQ,0.71,High Risk
0723-FDLAY,0.03,Low Risk
3050-RLLXC,0.01,Low Risk
9298-WGMRW,0.0,Low Risk
2369-UAPKZ,0.45,Medium Risk
3088-LHEFH,0.34,Medium Risk
2778-OCLGR,0.89,High Risk
6583-KQJLK,0.32,Medium Risk
8544-JNBOX,0.0,Low Risk
6681-ZSEXG,0.01,Low Risk
6139-ZZRBQ,0.0,Low Risk
6116-RFVHN,0.23,Low Risk
0637-KVDLV,0.71,High Risk
8884-FEEWR,0.0,Low Risk
3125-RAHBV,0.0,Low Risk
6633-MPWBS,0.77,High Risk
0373-AIVNJ,0.03,Low Risk
8785-EPNCG,0.67,Medium Risk
1682-VCOIO,0.0,Low Risk
5729-KLZAR,0.87,High Risk
2072-ZVJJX,0.0,Low Risk
8849-AYPTR,0.3,Low Risk
9518-IMLHK,0.04,Low Risk
1582-RAFML,0.79,High Risk
3646-ITDGM,0.1,Low Risk
8740-CRYFY,1.0,High Risk
3569-VLDHH,0.02,Low Risk
8224-KDLKN,0.0,Low Risk
7594-LZNWR,0.04,Low Risk
4001-TSBTV,0.23,Low Risk
2962-XPMCQ,0.93,High Risk
8727-XDPUD,0.02,Low Risk
1043-UXOVO,0.0,Low Risk
1064-FBXNK,0.14,Low Risk
3996-ZNWYK,0.0,Low Risk
2878-DHMIN,0.0,Low Risk
7762-ONLJY,0.06,Low Risk
1678-FYZOW,0.9,High Risk
5795-BKOYE,0.0,Low Risk
8627-EHGIP,0.75,High Risk
7402-PWYJJ,0.18,Low Risk
5480-TBGPH,0.67,Medium Risk
0018-NYROU,0.34,Medium Risk
7501-VTYLJ,0.14,Low Risk
7608-RGIRO,0.01,Low Risk
0480-BIXDE,0.22,Low Risk
5895-QSXOD,0.1,Low Risk
9814-AOUDH,0.04,Low Risk
6175-IRFIT,0.43,Medium Risk
8760-ZRHKE,0.02,Low Risk
1622-HSHSF,0.02,Low Risk
8854-CCVSQ,0.85,High Risk
6749-UTDVX,0.03,Low Risk
5542-DHSXL,0.34,Medium Risk
9102-OXKFY,0.04,Low Risk
0511-JTEOY,0.35,Medium Risk
5216-WASFJ,0.29,Low Risk
7808-DVWEP,0.15,Low Risk
7067-KSAZT,0.78,High Risk
2284-VFLKH,0.08,Low Risk
0366-NQSHS,0.03,Low Risk
6532-YLWSI,0.66,Medium Risk
3807-BPOMJ,0.12,Low Risk
3892-NXAZG,0.0,Low Risk
4948-WBBKL,0.2,Low Risk
4182-BGSIQ,0.03,Low Risk
9300-AGZNL,0.99,High Risk
0988-AADSA,0.0,Low Risk
9972-NKTFD,0.01,Low Risk
3717-LNXKW,0.09,Low Risk
5734-EJKXG,0.07,Low Risk
2207-RYYRL,0.0,Low Risk
6729-FZWSY,0.04,Low Risk
9695-IDRZR,0.08,Low Risk
8144-DGHXP,0.01,Low Risk
7814-LEEVE,0.15,Low Risk
1112-CUNAO,0.45,Medium Risk
5175-AOBHI,0.76,High Risk
5174-RNGBH,0.63,Medium Risk
8631-WUXGY,0.15,Low Risk
7270-BDIOA,0.84,High Risk
9565-JSNFM,0.66,Medium Risk
5906-DVAPM,0.0,Low Risk
6654-QGBZZ,0.4088333333333334,Medium Risk
8348-JLBUG,0.02,Low Risk
0607-DAAHE,0.62,Medium Risk
5641-DMBFJ,0.01,Low Risk
9200-NLNPD,0.15,Low Risk
2664-XJZNO,0.03,Low Risk
9732-KPKBW,0.77,High Risk
3339-EAQNV,0.1,Low Risk
0921-OHLVP,0.1,Low Risk
3389-YGYAI,0.96,High Risk
9560-ARGQJ,0.86,High Risk
8350-NYMVI,0.07,Low Risk
1600-DILPE,0.14,Low Risk
0536-ESJEP,0.0,Low Risk
4654-GGUII,0.03,Low Risk
6478-HRRCZ,0.04,Low Risk
8510-BBWMU,0.0,Low Risk
6857-TKDJV,0.0,Low Risk
2360-RDGRO,0.08,Low Risk
0584-BJQGZ,0.09,Low Risk
5134-IKDAY,0.9457142857142857,High Risk
1360-XFJMR,0.04,Low Risk
3070-DVEYC,0.83,High Risk
5730-RIITO,0.09,Low Risk
9058-MJLZC,0.24,Low Risk
5707-ORNDZ,0.29,Low Risk
0902-XKXPN,0.0,Low Risk
5177-RVZNU,0.04,Low Risk
0056-EPFBG,0.05,Low Risk
8993-IZEUX,0.17,Low Risk
8696-JKZNU,0.87,High Risk
5380-AFSSK,0.92,High Risk
8190-ZTQFB,0.07,Low Risk
0931-MHTEM,0.15,Low Risk
2055-PDADH,0.88,High Risk
7515-LODFU,0.0,Low Risk
0440-UEDAI,0.03,Low Risk
1337-BOZWO,0.05,Low Risk
0868-VJRDR,0.03,Low Risk
8714-EUHJO,0.79,High Risk
6344-SFJVH,0.13,Low Risk
3950-VPYJB,0.02,Low Risk
8041-TMEID,0.04,Low Risk
7321-ZNSLA,0.03,Low Risk
6941-KXRRV,0.05,Low Risk
3721-CNEYS,0.63,Medium Risk
8727-JQFHV,0.0,Low Risk
9475-NNDGC,0.34,Medium Risk
1355-KUSBG,0.41,Medium Risk
3688-FTHLT,0.26,Low Risk
0899-LIIBW,0.14,Low Risk
2568-OIADY,0.82,High Risk
1384-RCUXW,0.13,Low Risk
5825-XJOCM,0.08,Low Risk
6848-YLDFR,0.05,Low Risk
8125-QPFJD,0.0,Low Risk
2320-YKQBO,0.05,Low Risk
1193-RTSLK,0.63,Medium Risk
2302-ANTDP,0.63,Medium Risk
5923-GXUOC,0.84,High Risk
4973-RLZVI,0.1,Low Risk
7869-ZYDST,0.02,Low Risk
4501-UYKBC,0.13,Low Risk
1215-EXRMO,0.01,Low Risk
2305-MRGLV,0.03,Low Risk
8404-VIOMB,0.0,Low Risk
5233-GEEAX,0.83,High Risk
2359-KLTEK,0.08,Low Risk
5304-EFJLP,0.0,Low Risk
2673-ZALNP,0.02,Low Risk
9184-GALIL,0.0,Low Risk
4393-RYCRE,0.07,Low Risk
9746-MDMBK,0.08,Low Risk
3162-ZJZFU,0.05,Low Risk
8404-GFGCZ,0.11,Low Risk
8875-AKBYH,0.27,Low Risk
4432-ADRLB,0.89,High Risk
0533-UCAAU,0.04,Low Risk
1394-SUIUH,0.13,Low Risk
3521-MNKLV,0.06,Low Risk
2533-TIBIX,0.01,Low Risk
8993-PHFWD,0.83,High Risk
1565-RHDJD,0.83,High Risk
7137-RYLPP,0.53,Medium Risk
3765-JXVKY,0.95,High Risk
5092-STPKP,0.02,Low Risk
7330-WZLNC,0.93,High Risk
0114-PEGZZ,0.16,Low Risk
3359-DSRKA,0.0,Low Risk
8639-NHQEI,0.0,Low Risk
7161-DFHUF,0.02,Low Risk
3957-LXOLK,0.8,High Risk
3720-DBRWL,0.0,Low Risk
6635-MYYYZ,0.7,Medium Risk
8565-WUXZU,0.01,Low Risk
5281-BUZGT,0.76,High Risk
4994-OBRSZ,0.05,Low Risk
0562-FGDCR,0.01,Low Risk
2436-QBZFP,0.11,Low Risk
3420-YJLQT,0.16,Low Risk
6040-CGACY,0.03,Low Risk
6582-PLFUU,0.0,Low Risk
8242-PDSGJ,0.0,Low Risk
0264-CNITK,0.0,Low Risk
0089-IIQKO,0.14,Low Risk
7839-NUIAA,0.06,Low Risk
6075-QMNRR,0.02,Low Risk
5378-IKEEG,0.97,High Risk
5966-EMAZU,0.03,Low Risk
0440-EKDCF,0.0,Low Risk
4774-HHGGS,0.01,Low Risk
2718-GAXQD,0.87,High Risk
2055-BFOCC,0.01,Low Risk
8180-AKMJV,0.73,High Risk
4298-OYIFC,0.24,Low Risk
5566-SOEZD,0.06,Low Risk
9842-EFSYY,0.13,Low Risk
2272-WUSPA,0.0,Low Risk
4584-LBNMK,0.01,Low Risk
3898-GUYTS,0.28,Low Risk
0930-EHUZA,0.02,Low Risk
6413-XKKPU,0.85,High Risk
9975-SKRNR,0.26,Low Risk
3703-KBKZP,0.19,Low Risk
1449-XQEMT,0.7,Medium Risk
2626-URJFX,0.81,High Risk
4973-MGTON,0.0,Low Risk
3682-YEUWS,0.04,Low Risk
1223-UNPKS,0.0,Low Risk
2612-RRIDN,0.91,High Risk
4735-ASGMA,0.88,High Risk
3446-QDSZF,0.24,Low Risk
3669-LVWZB,0.75,High Risk
6892-EZDTG,0.84,High Risk
5117-IFGPS,0.5,Medium Risk
7379-FNIUJ,0.13,Low Risk
1627-AFWVJ,0.0,Low Risk
9725-SCPZG,0.9,High Risk
5884-GCYMI,0.98,High Risk
3217-FZDMN,0.82,High Risk
4486-EFAEB,0.0,Low Risk
0060-FUALY,0.12,Low Risk
7853-GVUDZ,0.2,Low Risk
7480-QNVZJ,0.85,High Risk
6954-OOYZZ,0.08,Low Risk
7088-FBAWU,0.06,Low Risk
8313-AFGBW,0.01,Low Risk
3943-KDREE,0.73,High Risk
9239-ZBZZV,0.84,High Risk
3097-IDVPU,0.05,Low Risk
4398-HSCJH,0.66,Medium Risk
2197-OMWGI,0.02,Low Risk
2303-PJYHN,0.1,Low Risk
9795-VOWON,0.33,Medium Risk
1237-WIYYZ,0.02,Low Risk
1987-AUELQ,0.0,Low Risk
7852-LECYP,0.31,Medium Risk
4430-UZIPO,0.77,High Risk
4822-LPTYJ,0.0,Low Risk
8165-CBKXO,0.0,Low Risk
6527-PZFPV,0.01,Low Risk
4855-SNKMY,0.81,High Risk
9593-CVZKR,0.03,Low Risk
8595-SIZNC,0.02,Low Risk
8008-HAWED,0.4,Medium Risk
7124-UGSUR,0.68,Medium Risk
1862-SKORY,0.73,High Risk
5236-XMZJY,0.1,Low Risk
4827-DPADN,0.0,Low Risk
2694-CIUMO,0.19,Low Risk
5846-ABOBJ,0.0,Low Risk
1439-LCGVL,0.01,Low Risk
0909-SDHNU,0.12,Low Risk
4647-XXZAM,0.15,Low Risk
1502-XFCVR,0.68,Medium Risk
7740-KKCXF,0.13,Low Risk
5360-XGYAZ,0.0,Low Risk
9692-TUSXH,0.86,High Risk
7912-SYRQT,0.42,Medium Risk
3557-HTYWR,0.01,Low Risk
4816-JBHOV,0.91,High Risk
8920-NAVAY,0.05,Low Risk
1699-TLDLZ,0.04,Low Risk
5600-PDUJF,0.16,Low Risk
8292-TYSPY,0.17,Low Risk
0567-XRHCU,0.01,Low Risk
1867-BDVFH,0.89,High Risk
2067-QYTCF,0.06,Low Risk
2359-QWQUL,0.7,Medium Risk
9103-TCIHJ,0.27,Low Risk
7407-SUJIZ,0.0,Low Risk
9150-KPBJQ,0.08,Low Risk
0052-DCKON,0.2,Low Risk
3654-ARMGP,0.0,Low Risk
9699-UBQFS,0.13,Low Risk
9367-TCUYN,0.02,Low Risk
1261-FWTTE,0.2,Low Risk
3528-HFRIQ,0.13,Low Risk
0708-SJDIS,0.05,Low Risk
4140-WJAWW,0.67,Medium Risk
2073-QBVBI,0.03,Low Risk
6928-ONTRW,0.0,Low Risk
3320-VEOYC,0.35,Medium Risk
5231-FIQPA,0.0,Low Risk
6617-WLBQC,0.12,Low Risk
2599-CIPQE,0.09,Low Risk
6653-CBBOM,0.94,High Risk
8774-GSBUN,0.0,Low Risk
7326-RIGQZ,0.25,Low Risk
1401-FTHFQ,0.0,Low Risk
3247-ZVOUO,0.77,High Risk
0254-FNMCI,0.11,Low Risk
1848-LBZHY,0.06,Low Risk
6101-IMRMM,0.81,High Risk
8118-TJAFG,0.19,Low Risk
5429-LWCMV,0.29,Low Risk
7298-IZWLY,0.15,Low Risk
9758-MFWGD,0.1,Low Risk
3955-JBZZM,0.15,Low Risk
1268-ASBGA,0.89,High Risk
8943-URTMR,0.83,High Risk
4815-TUMEQ,0.1,Low Risk
4713-LZDRV,0.97,High Risk
9909-IDLEK,0.11,Low Risk
4092-OFQZS,0.0,Low Risk
1561-BWHIN,0.02,Low Risk
4325-NFSKC,0.84,High Risk
9927-DSWDF,0.22,Low Risk
9500-LTVBP,0.65,Medium Risk
7252-NTGSS,0.51,Medium Risk
8149-AIQCG,0.17,Low Risk
1360-JYXKQ,0.23,Low Risk
2955-PSXOE,0.8466666666666666,High Risk
7762-URZQH,0.74,High Risk
0899-WZRSD,0.07,Low Risk
3255-GRXMG,0.04,Low Risk
4828-FAZPK,0.15,Low Risk
6094-ZIVKX,0.01,Low Risk
6925-BAYGL,0.02,Low Risk
3262-EIDHV,0.0,Low Risk
7354-OIJLX,0.53,Medium Risk
1376-HHBDV,0.01,Low Risk
6907-NZZIJ,0.8,High Risk
6133-OZILE,0.54,Medium Risk
4135-FRWKJ,0.17,Low Risk
2911-UREFD,0.87,High Risk
3744-ZRRDZ,0.92,High Risk
5673-TIYIB,0.64,Medium Risk
6551-ZCOTS,0.02,Low Risk
7191-ADRGF,0.04,Low Risk
5018-LXQQG,0.05,Low Risk
6892-BOGQE,0.0,Low Risk
1602-IJQQE,0.88,High Risk
4628-WQCQQ,0.33,Medium Risk
1746-TGTWV,0.29,Low Risk
5995-SNNEW,0.31,Medium Risk
8050-WYBND,0.1,Low Risk
2821-WARNZ,0.0,Low Risk
4879-GZLFH,0.19,Low Risk
1644-IRKSF,0.8,High Risk
8314-HTWVE,0.0,Low Risk
9402-ROUMJ,0.22,Low Risk
2507-QZPQS,0.16,Low Risk
7159-NOKYQ,0.01,Low Risk
5707-ZMDJP,0.01,Low Risk
8779-YIQQA,0.02,Low Risk
7136-IHZJA,0.06,Low Risk
8966-OIQHG,0.01,Low Risk
7074-STDCN,0.01,Low Risk
3705-PSNGL,0.76,High Risk
8739-QOTTN,0.02,Low Risk
1399-OUPJN,0.0,Low Risk
0277-BKSQP,0.06,Low Risk
6502-HCJTI,0.83,High Risk
2606-RMDHZ,0.73,High Risk
5774-XZTQC,0.05,Low Risk
2676-SSLTO,0.01,Low Risk
6266-QHOJZ,0.21,Low Risk
7269-JISCY,0.02,Low Risk
0363-SVHYR,0.0,Low Risk
8547-NSBBO,0.06,Low Risk
8258-GSTJK,0.99,High Risk
6861-OKBCE,0.04,Low Risk
9940-RHLFB,0.81,High Risk
6591-QGOYB,0.16,Low Risk
9070-BCKQP,0.03,Low Risk
6421-SZVEM,0.09,Low Risk
1328-EUZHC,0.0,Low Risk
2995-UPRYS,0.24,Low Risk
8878-RYUKI,0.1,Low Risk
9633-DENPU,0.15,Low Risk
7811-JIVPF,0.06,Low Risk
7113-HIPFI,0.0,Low Risk
8541-QVFKM,0.16,Low Risk
6686-YPGHK,0.67,Medium Risk
1383-EZRWL,0.02,Low Risk
9258-CNWAC,0.0,Low Risk
5371-VYLSX,0.21,Low Risk
6374-AFWOX,0.01,Low Risk
4759-TRPLW,0.88,High Risk
5317-FLPJF,0.0,Low Risk
7621-VPNET,0.08,Low Risk
6034-YMTOB,0.13,Low Risk
8563-IIOXK,0.18,Low Risk
4903-CNOZC,0.02,Low Risk
4353-HYOJD,0.04,Low Risk
8020-BWHYL,0.47,Medium Risk
7267-FRMJW,0.0,Low Risk
2982-VPSGI,0.96,High Risk
4188-FRABG,0.14,Low Risk
8199-ZLLSA,0.66,Medium Risk
4128-ETESU,0.47,Medium Risk
0620-DLSLK,0.16,Low Risk
4625-EWPTF,0.58,Medium Risk
5980-NOPLP,0.75,High Risk
3850-OKINF,0.06,Low Risk
6892-XPFPU,0.79,High Risk
8010-EZLOU,0.86,High Risk
1156-ZFYDO,0.19,Low Risk
3295-YVUSR,0.22,Low Risk
8016-NCFVO,0.26,Low Risk
4119-ZYPZY,0.03,Low Risk
5549-ZGHFB,0.0,Low Risk
7577-SWIFR,0.33,Medium Risk
0303-WMMRN,0.08,Low Risk
